"","X","Name","Comp.1","Comp.2","Comp.3","Comp.4"
"1","2001_07_27_USS_Foreign_Israel.txt","458",4.67992228274279,1.0043933826027,-1.59844870806532,-3.73162269296671
"2","2001_09_12_USS_Foreign_911.txt","458",-0.900260146503377,-0.280510659757342,-0.924672974836561,-0.37252446369537
"3","2001_09_21_USS_Foreign_Air_Safety.txt","458",1.0683890670005,-0.049336196499606,0.892109726466797,-0.125939673541543
"4","2001_12_06_USS_Foreign_911.txt","458",0.383154613213255,-1.08658241782271,-2.19348763327914,-0.488388699428125
"5","2001_12_06_USS_Foreign_Defense.txt","458",1.89385622955798,-0.905239660522794,-0.339874504903839,-1.98088132748134
"6","2002_02_06_USS_Foreign_Olympics_Flag.txt","458",1.31736742259675,1.01053974363711,-1.21420163190334,-0.597509941342653
"7","2002_02_23_USS_Foreign_Israel.txt","458",-0.460589868305856,1.22790432583389,-0.704560556591249,0.061376943253388
"8","2002_04_16_USS_Foreign_Border_Security.txt","458",1.39734022784062,2.11395470878886,0.839597780330594,1.78902828759199
"9","2002_05_16_USS_Foreign_911_Investigation.txt","458",0.720888380214144,2.21157909540876,-0.983467735093934,0.984711671543728
"10","2002_05_23_USS_Foreign_Bio_Terrorism.txt","458",1.70147286706534,0.803532883157249,0.525413704012973,0.533611582753547
"11","2002_10_10_USS_Foreign_Iraq.txt","458",0.805047286690053,1.45994767633715,0.742383491626934,-1.26790815600689
"12","2002_10_17_USS_Foreign_Bali.txt","458",3.11488565038894,1.78796437656954,-2.37686321633166,-3.36774698526632
"13","2003_02_27_USS_Foreign_Homeland_Sec.txt","458",-1.31842285650193,2.4190791838841,0.145313966271438,0.669314991923813
"14","2003_03_21_USS_Foreign_Homeland_Sec.txt","458",2.90080517969924,1.56845686059427,5.07542197054635,7.02834540119327
"15","2003_07_22_USS_Foreign_Homeland_Sec.txt","458",0.721745312541104,2.14738463894492,1.17986240418738,1.86190427764982
"16","2003_10_16_USS_Foreign_War_Expenses.txt","458",3.30470953555669,0.871645718606712,0.0529607320914448,0.0608974389259533
"17","2003_10_17_USS_Foreign_Intelligence.txt","458",-2.37963995645008,1.91457699251134,-1.48521875031837,1.33453536416004
"18","2003_10_17_USS_Foreign_Iraq.txt","458",-0.135338521282398,2.26684564271819,-0.47135216472361,-0.239134961083504
"19","2003_10_17_USS_Foreign_Malaysia.txt","458",4.71305172575845,-2.44075303442738,0.673161086024369,-1.87682809493636
