"","X","Comp.1","Comp.2","Comp.3"
"1","2001_07_27_USS_Foreign_Israel.txt",0.228999433056765,0.868694420554294,-2.26672780197989
"2","2001_09_12_USS_Foreign_911.txt",-2.16291751466309,-3.10340595548737,-0.0825502435833439
"3","2001_09_21_USS_Foreign_Air_Safety.txt",-0.000645841313047669,-2.36678515939119,-0.29055316420026
"4","2001_12_06_USS_Foreign_911.txt",-1.15893825407104,-4.30535891336552,-0.19763665984018
"5","2001_12_06_USS_Foreign_Defense.txt",-1.69523613786125,-1.1713545687146,-3.21121174191016
"6","2002_02_06_USS_Foreign_Olympics_Flag.txt",-0.40149634566933,-2.29243118692116,-0.939429932317469
"7","2002_02_23_USS_Foreign_Israel.txt",-0.908592158830014,-2.20794327183887,-0.266120824320768
"8","2002_04_16_USS_Foreign_Border_Security.txt",3.36433218601756,-0.379300013234001,0.59390599137495
"9","2002_05_16_USS_Foreign_911_Investigation.txt",-0.122439403119482,-0.836230428360939,-1.02073711018742
"10","2002_05_23_USS_Foreign_Bio_Terrorism.txt",2.01291848118323,-1.18272595432409,-0.853955908710995
"11","2002_10_10_USS_Foreign_Iraq.txt",-0.449763834687123,-1.53984001301783,-2.31231239869467
"12","2002_10_17_USS_Foreign_Bali.txt",-0.96015874584277,0.105711889648098,-3.06922360706426
"13","2003_02_27_USS_Foreign_Homeland_Sec.txt",-1.186802567505,-3.159940176089,0.878851196818639
"14","2003_03_21_USS_Foreign_Homeland_Sec.txt",2.91297889830665,-1.31392446124971,-1.06617914282899
"15","2003_07_22_USS_Foreign_Homeland_Sec.txt",1.60285728294958,-2.08361716605329,0.567878949754063
"16","2003_10_16_USS_Foreign_War_Expenses.txt",2.67997419969565,2.23884256776256,-0.47166761764622
"17","2003_10_17_USS_Foreign_Intelligence.txt",-0.435172256952369,-2.60856096332338,1.20248049545311
"18","2003_10_17_USS_Foreign_Iraq.txt",-0.235086278551235,-2.59639502176978,-0.518459797956642
"19","2003_10_17_USS_Foreign_Malaysia.txt",2.60181314943502,-1.15975029687784,-5.96992370079919
"20","2003_11_21_USS_Foreign_Bomb_Scans.txt",2.66639052203815,-1.98852267936844,3.58395731114961
"21","2003_12_15_USS_Foreign_CFR.txt",-0.791571460720941,-1.79975137967002,-1.13552219011421
"22","2004_07_08_USS_Foreign_Homeland_Sec2.txt",-2.0130194304259,-3.56549167827568,1.63192775917779
